ObjectID,Proposed Management Action,Strategy,Scale,Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,District,Costing Certainty,Funding Shortfall,Funding_Status_TRUE,Shortfall_Captial,Shortfall_In-Kind,Shortfall_Annual,Conditioned_Total_Costings,Combined_Costings,Choosing the Costing Variable,Filtered_Costings_Data
3174,J,Conduct regular bird couts and apply for licence to control if necessary,5,,Regular  counts of birds along the whole river.,DSFB,"FNLRT, Game keepers, Angling Associations, Landowners",0,500,Yes,500,Unfunded,Annual,Nairn,Fairly Confident,500,Unfunded,No,Yes,Yes,,1000,1000,1000
1961,A,"Angling training days, free fly rod for under 18's to borrow for the season, free fishing permits and school trips.",5,DSFB,,DSFB & Local community,DSFB & Local community,0,500,,0,Funding Secured,Annual,Brora,Very Confident,400,Funded,No,No,No,900,500,900,900
3217,M,Continue to implement biosecurity plan,4,,Distribution and abundance of INNs plants and animals. Information on other biosecurity threats and how to manage them,FNLRT,"Local DSFB, FNLRT, Landowners, SEPA, NaureScot, Councils, General Public",0,0,,350,Funding Secured,N/A,Lossie,Estimate,350,Funded,No,No,Yes,,350,350,350
3223,L,assess and develop methods for estimating adulta salmon runs within the river.,3,,Collect catch data,DSFB,"FNLRT, MS",0,350,Yes,350,Unfunded,N/A,Lossie,Estimate,350,Unfunded,No,Yes,Yes,,700,700,700
3213,G,Scrutinise and comment on all land developments where there may be a potential conflict with rivers and fish populations.,5,,Review planning developments on Local Council websites. ,FNLRT,"Local DSFB, Landowners, FLS, NaureScot, Councils, Scot Gov, Local communities, Individual Residents",0,0,,1500,Unfunded,N/A,Lossie,N/A,300,Unfunded,No,No,No,1800,1500,1800,1800
3221,J,Conduct regular bird couts and apply for licence to control if necessary,5,,Sawbill and cormorant sightings on the river,FNLRT,"Game keepers, Angling Associations, Landowners",0,100,Yes,250,Unfunded,N/A,Lossie,Estimate,250,Unfunded,No,No,Yes,,350,350,350
1936,I,Lobby for inclusion of riparian planting as a priority for future iterations of WGS.,4,,,Landowner with assistance from the DSFB,"FMS, Woodland Trust, etc.",0,0,Yes,0,Unfunded,Within 3 Years,Brora,Very Confident,0,Unfunded,No,No,No,,0,0,
1946,F,"Periodic (3-yearly) inspection linked to electric fishing.

 If habitat quality and fish numbers clearly decline commission hydro-morphologist to determine whether intervention is desirable or feasible.",1,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,Landowner with assistance from the DSFB,Landowner with assistance from the DSFB,0,0,,0,Unfunded,More than 5 Years,Brora,Little Confidence,0,Unfunded,No,No,No,,0,0,
1947,E,"Maintain bailiff force and associated stock protection procedures to minimise illegal exploitation.

",4,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,"DSFB, IFM Bailiffing course, FMS and Police Scotland","DSFB, IFM Bailiffing course, FMS and Police Scotland",0,60000,,0,Unfunded,Annual,Brora,Fairly Confident,0,Unfunded,No,No,No,,60000,60000,60000
1948,N,Maintain current conservation policy for salmon and sea trout.,3,Brora DSFB conservation policy,Brora DSFB conservation policy,"Proprietors, guests and tenants.","Proprietors, guests and tenants.",0,0,,0,Unfunded,Annual,Brora,Fairly Confident,0,Unfunded,No,No,No,,0,0,
1949,N,Support current moratorium on coastal netting by working with AST and Fisheries Management Scotland (FMS).,2,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,MSS,"MSS, FMS",0,0,,0,Unfunded,Annual,Brora,N/A,0,Unfunded,No,No,No,,0,0,
1950,E,Board to liaise with Scottish Fisheries Protection Agency and neighbouring DSFBs.,2,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,"DSFB, police Scotland.","DSFB, police Scotland.",0,0,,0,Unfunded,Annual,Brora,N/A,0,Unfunded,No,No,No,,0,0,
1951,K,"Watching brief only:

 Promote staff and angler awareness of how to identify predator marks on rod caught fish. Record these to gauge and trends.

 Investigate opportunities for control if problem identified (see Moray Firth Seal Management Plan).",2,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,"DSFB, MSS","DSFB, MSS",0,0,,0,Unfunded,Annual,Brora,N/A,0,Unfunded,No,No,No,,0,0,
1952,K,"Any potential bottlenecks where birds may congregate should be identified and options for scaring investigated (smolt shepherding).Counts of piscivorous birds using standardised procedures. If necessary, license for control may be obtainable but this would require objective data from counts.",3,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,"DSFB MSS, FMS","DSFB MSS, FMS, Owners",0,0,,0,Unfunded,Annual,Brora,N/A,0,Unfunded,No,No,No,,0,0,
1953,N,"Ensure that effective systems are in place to record, collate and report angling effort data.",4,MSS,"MSS, DSFB","DSFB MSS, FMS","DSFB MSS, FMS",0,0,,0,Unfunded,Annual,Brora,N/A,0,Unfunded,No,No,No,,0,0,
1954,I,Support initiatives to maintain and extend closures of Sandeel fisheries.,2,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,"MSS, FMS","MSS, FMS",0,0,,0,Unfunded,N/A,Brora,N/A,0,Unfunded,No,No,No,,0,0,
1955,P,Support research into causes of marine mortality through e.g. NASCO and Atlantic Salmon Trust (AST).,2,"See River Brora Fisheries Review and management Plan 2020 to 2025 - AST reports, missing salmon project.","See River Brora Fisheries Review and management Plan 2020 to 2025 - AST reports, missing salmon project.","AST, FMS, MSS","AST, FMS, MSS",0,0,,0,Unfunded,N/A,Brora,N/A,0,Unfunded,No,No,No,,0,0,
1956,O,"Develop and implement formal Biosecurity Plan for River Brora covering fish disease and non-native species.

 Early intervention when invasive non-native species (INNS) are recorded in catchment.

 Disease controls in relation to river users including anglers.",4,"MSS, SISI, Naturescot",https://www.invasivespecies.scot/,"MSS, SISI, Naturescot","MSS, SISI, Naturescot",0,0,,0,Unfunded,Annual,Brora,Fairly Confident,0,Unfunded,No,No,No,,0,0,
1957,O,Establish mink monitoring and trapping.,4,"MSS, SISI, Naturescot",https://www.invasivespecies.scot/,"MSS, SISI, Naturescot","MSS, SISI, Naturescot",0,3000,,0,Unfunded,Annual,Brora,Fairly Confident,0,Unfunded,No,No,No,,3000,3000,3000
1958,S,"Watching brief and ongoing communication with operator in relation to opportunities to improve or maintain:

 Hand-off flows

 Fish passage

 Sediment management",1,SSE,,"SSE, DSFB","SSE, DSFB",0,0,,0,Unfunded,Annual,Brora,N/A,0,Unfunded,No,No,No,,0,0,
1959,L,"Continual monitoring, develop plan for survey work and structure.",4,DSFB,,DSFB,DSFB,0,10000,,0,Unfunded,Annual,Brora,Very Confident,0,Unfunded,No,No,No,,10000,10000,10000
1960,,BDSFB staff should receive ongoing training to maintain or increase skills for delivery of required tasks in relation to management and information gathering.,5,DSFB and local community,,DSFB,DSFB,0,2000,,0,Funding Secured,Annual,Brora,Very Confident,0,Funded,No,No,No,2000,2000,2000,2000
2044,N,Working with  the SISI project to engage with local communities and volunteers to treat and monitor INNS within the district,5,,"Landownership, INNS distribution",SISI (Nature Scot),,15000,0,Yes,15000,Funding Secured,Annual,Cromarty,Very Confident,0,Funded,No,No,No,30000,30000,30000,30000
2045,O,"Working with the local estate, plant deer and fish carcasses into the water course and monitor changes in nutrient levels and juvenile densities",1,,Empirical evidence for the benefit of nutrient enrichment vs any data on negative impacts,CFDSB,"Alness Angling club, Kildermorie Estate",3200,0,Yes,1600,Unfunded,Within 3 Years,Cromarty,Fairly Confident,0,Unfunded,No,No,No,,4800,4800,4800
2047,P,Working with FLS continue to plant the riparian strip,1,,Forestry maps and extraction timeline,FLS,CFDSB,1600,0,Yes,800,Unfunded,Within 3 Years,Cromarty,Fairly Confident,0,Unfunded,No,No,No,,2400,2400,2400
2048,B,"To support Diageo in their planning, licensing and installation process",1,,Pre-construction fish densities,Diageo,CFDSB,0,0,Yes,0,Funding Secured,Within 1 Year,Cromarty,N/A,0,Funded,No,No,No,0,0,0,
2049,F,Working with Strathconon estate to create a section of willow splicing and green engineering along a section of eroding river bank,1,,,CFDSB,,2000,0,Yes,250,Unfunded,Within 2 Years,Cromarty,Fairly Confident,0,Unfunded,No,No,No,,2250,2250,2250
2053,B,Assess size of boulders and employ suitable strategy to clear the pass entrance,1,,spawning success and juvenile recruitment upstream of the fish pass,CFDSB,Strathconon Estate,1000,0,Yes,250,Unfunded,Within 1 Year,Cromarty,Very Confident,0,Unfunded,No,No,No,,1250,1250,1250
2052,P,Working with Strathconon estate to create deer exclusions and plant with riparian trees.,1,,"Peat depths, access constraints",CFDSB,"Strathconon Estate, SSE",0,0,Yes,0,Unfunded,N/A,Cromarty,N/A,0,Unfunded,No,No,No,,0,0,
2056,F,Long term disruption to sediment transport due to Orrin dam has left part of the lower Orrin devoid of suitable spawning substrate. This SSE funded project aims at reintroducing a significant volume of gravel back into the river below the dam available gravel within the river,1,,"Hydromorphology report, flow regime, freshet allowance",CFDSB,"SSE, SEPA",40000,0,Yes,400,,Within 2 Years,Cromarty,Very Confident,0,Unfunded,No,No,No,,40400,40400,40400
2054,B,PIT tag 3000 smolts captured on the Meig and transport to release site. 50% to be released immediately 50% to be released during the night. Data to be compared,1,,"PIT counter data, access ",CFDSB,SSE,1000,0,Yes,10000,Funding Secured,Within 3 Years,Cromarty,Fairly Confident,0,Funded,No,No,No,11000,11000,11000,11000
2055,O,Following on from initial 3-5 year stocking and working with Strathconon estate to trap and truck smolts below the Orrin dam. Returning adult salmon will be transported upstream of the dam,3,,"Operation of Borland fish lifts, condition of fish trap, landownership, road access and boating rights",CFDSB,"SEPA, Marine Scotland, Cromarty Firth Fisheries Trust, Strathconon Estate",0,0,Yes,50000,Unfunded,N/A,Cromarty,Estimate,0,Unfunded,No,No,No,,50000,50000,50000
2069,F,"Working with the local estate, introduce rootplates and salmon carcasses in a small reach of the Rannoch Burn",1,,Baseline juvenile sizes and densities. Location of stocking sites. Eggs put down,Local DSFB,Strathvaich Estate,1500,0,No,0,Unfunded,Within 5 Years,Cromarty,Very Confident,0,Unfunded,No,No,No,,1500,1500,1500
2057,P,Working with Strathconon estate to establish large areas of riparian woodland,1,,"Peat depths, access constraints",Strathconon Estate,CFDSB,0,0,No,0,Unfunded,Within 5 Years,Cromarty,N/A,0,Unfunded,No,No,No,,0,0,
2058,R,Work with SSE to reach a suitable resolution,2,,"Compensation flow regime data, freshet allowance",CFDSB,SSE,0,0,No,0,Unfunded,Within 1 Year,Cromarty,N/A,0,Unfunded,No,No,No,,0,0,
